"ID"	"TvFl"	"Fag"	"Ob"	"Klar"	"Trpt"	"Trmb"	"Tuba"	"Horn"	"Vln"	"Vla"	"Vlc"	"Kb"	"Slgv"	"EgErf0"	"EgErfNyb"	"EgErfMel"	"EgErfHö"	"Utb0"	"Utb1o2"	"Utb3o4"	"Utb5o6"	"Utb7o8"	"Utb9"	"KsPriv"	"KsKom"	"KsStfb"	"Avg"	"StStad"	"MelStad"	"LitStad"	"Fr1Allt"	"Fr1Ofta"	"Fr1Sällan"	"Fr1Aldr"	"Fr2o3Allt"	"Fr2o3Ofta"	"Fr2o3Sällan"	"Fr2o3Aldr"	"Fr4o5Allt"	"Fr4o5Ofta"	"Fr4o5Sällan"	"Fr4o5Aldr"	"Fr6o12Allt"	"Fr6o12Ofta"	"Fr6o12Sällan"	"Fr6o12Aldr"	"Fr13Allt"	"Fr13Ofta"	"Fr13Sällan"	"Fr13Aldr"	"UppGrlML"	"UppGrL"	"UppGrLoS"	"UppGrS"	"UppGrMS"	"UppIndML"	"UppIndL"	"UppIndLoS"	"UppIndS"	"UppIndMS"	"UppGrMF"	"UppGrF"	"UppGrFoOF"	"UppGrOF"	"UppGrMOF"	"UppIndMF"	"UppIndF"	"UppIndFoOF"	"UppInfOF"	"UppIndMOF"	"UppGrTrML"	"UppGrTrL"	"UppGrTrLoS"	"UppGrTrS"	"UppGrTrMS"	"UppIndTrML"	"UppIndTrL"	"UppIndTrLoS"	"UppIndTrS"	"UppIndTrMS"	"UppGrUtvML"	"UppGrUtvL"	"UppGrUtvLoS"	"UppGrUtvS"	"UppGrUtvMS"	"UppIndUtvML"	"UppIndUtvL"	"UppIndUtvLoS"	"UppIndUtvS"	"UppIndUtvMS"	"UtbFöMB"	"UtbFöB"	"UtbFöBoD"	"UtbFöD"	"UtbFöMD"	"FbBeh"	"År20o29"	"År30o39"	"År40o49"	"År50o59"	"År60"	"ÅrVeUppge"
43	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	1500	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
44	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	0	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
47	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	1400	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
49	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	900	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
50	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	0	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
51	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	NA	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"
53	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	800	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
54	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	700	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
55	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	1400	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
56	"Nej"	"Ja"	"Ja"	"Ja"	"Ja"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	600	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
57	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	1130	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"
58	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	900	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
60	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	3700	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	NA	NA	NA	NA	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
61	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	700	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
62	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	1130	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"
63	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	700	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
64	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	1130	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"
65	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	750	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"
66	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	1400	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	NA	NA	NA	NA	NA	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"
67	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	NA	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
69	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	200	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
