"ID"	"VAR00"	"VAR01_1_1"	"VAR01_2_1"	"VAR01_3_1"	"VAR01_4_1"	"VAR01_5_1"	"VAR01_6_1"	"VAR01_7_1"	"VAR02_1"	"VAR02_2"	"VAR02_3"	"VAR02_4"	"VAR02_5"	"VAR02_6"	"VAR02_7"	"VAR02_8"	"VAR03"	"VAR04_1_1"	"VAR04_2_1"	"VAR04_3_1"	"VAR04_4_1"	"VAR04_5_1"	"VAR04_6_1"	"VAR04_7_1"	"VAR05_1"	"VAR05_2"	"VAR05_3"	"VAR05_4"	"VAR05_5"	"VAR05_6"	"VAR05_7"	"VAR05_8"	"VAR06"	"VAR07_1_1"	"VAR07_2_1"	"VAR07_3_1"	"VAR07_4_1"	"VAR07_5_1"	"VAR07_6_1"	"VAR07_7_1"	"VAR08_1"	"VAR08_2"	"VAR08_3"	"VAR08_4"	"VAR08_5"	"VAR08_6"	"VAR08_7"	"VAR08_8"	"VAR09"	"VAR10_1_1"	"VAR10_2_1"	"VAR10_3_1"	"VAR10_4_1"	"VAR10_5_1"	"VAR10_6_1"	"VAR10_7_1"	"VAR11_1"	"VAR11_2"	"VAR11_3"	"VAR11_4"	"VAR11_5"	"VAR11_6"	"VAR11_7"	"VAR11_8"	"VAR12"	"VAR13_1_1"	"VAR13_2_1"	"VAR13_3_1"	"VAR13_4_1"	"VAR13_5_1"	"VAR13_6_1"	"VAR13_7_1"	"VAR14_1"	"VAR14_2"	"VAR14_3"	"VAR14_4"	"VAR14_5"	"VAR14_6"	"VAR14_7"	"VAR14_8"	"VAR15_1"	"VAR15_2"	"VAR15_3"	"VAR15_4"	"VAR15_5"	"VAR16"	"VAR17"	"VAR18"	"VAR19_1"	"VAR19_2"	"VAR19_3"	"VAR19_4"	"VAR19_5"	"VAR20"	"VAR21"	"VAR22"	"VAR23"	"VAR24"
38	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	25	20	0	10	10	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	25	15	15	0	25	20	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	15	25	5	25	NA	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	999	999	2	2	2	3	5	3	1	2	2	2	1	2	4	4	2	2
39	1	30	15	30	5	5	10	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	999	999	999	999	5	5	5	2	2	1	2	2	2	4	4	1	4
40	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	65	10	10	1	1	13	NA	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	1	54	10	15	1	5	15	NA	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	1	49	10	10	1	15	15	NA	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	1	1	1	1	1	2	4	4	2	2	1	1	2	2	4	4	2	1
41	1	35	0	15	5	20	15	10	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	35	0	15	5	20	15	10	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	1	999	999	999	5	4	4	2	2	2	1	2	3	3	2	1	2
42	1	20	20	20	20	10	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	30	10	NA	20	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	30	NA	NA	30	5	5	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	30	30	3	NA	30	3	3	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	30	30	3	NA	30	3	3	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	2	999	999	999	5	3	3	2	2	1	2	2	2	3	2	1	6
43	1	25	5	25	5	30	10	0	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	5	15	10	10	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	30	15	5	10	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	15	0	15	10	40	20	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	25	10	5	5	5	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	1	2	2	3	2	5	4	2	1	2	1	2	3	3	4	2	4
44	1	30	0	25	10	5	10	20	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	30	0	25	10	10	10	15	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	2	5	1	999	999	999	999	999	2	3	4	2	5
45	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	50	5	5	0	40	0	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	5	5	0	40	0	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	5	5	0	40	0	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	1	2	2	2	4	4	4	2	2	2	1	2	2	4	4	1	2
46	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	70	10	NA	NA	10	10	NA	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	70	NA	10	NA	10	10	NA	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	1	40	30	10	NA	20	NA	NA	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	999	999	2	3	2	5	5	2	2	1	2	2	2	1	3	4	2	2
47	1	30	0	30	5	20	15	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	5	20	10	10	15	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	10	10	0	20	20	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	10	20	0	20	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	10	10	0	20	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	3	3	2	4	4	2	1	2	2	2	4	3	4	1	4
48	1	50	5	25	10	5	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	5	20	10	10	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	15	20	5	5	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	15	20	5	5	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	15	20	5	5	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	1	1	1	1	5	5	5	2	2	1	2	2	4	3	4	1	4
49	1	30	10	15	15	20	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	20	10	10	20	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	2	999	999	999	5	5	4	2	1	2	1	2	3	4	4	1	4
50	1	30	0	20	10	20	15	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	30	20	10	10	20	10	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	2	999	999	999	5	5	5	2	1	1	1	2	3	4	4	1	3
51	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	30	10	2	20	10	3	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	25	30	10	2	20	10	3	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	25	30	10	2	20	10	3	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	999	999	2	3	2	5	5	5	1	1	2	1	1	2	4	4	1	4
52	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	30	5	5	10	5	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	30	5	5	10	5	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	999	999	3	999	2	5	5	5	1	1	1	1	2	2	4	4	1	4
53	1	20	5	25	5	20	15	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	999	999	999	999	5	5	5	2	1	2	1	2	4	4	4	1	4
54	1	50	3	15	3	20	9	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	10	10	5	15	10	NA	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	50	15	5	2	15	10	3	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	15	5	2	15	10	3	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	3	3	999	2	5	5	2	1	2	1	2	1	3	4	1	1
55	1	50	10	20	5	5	5	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	50	10	20	5	5	5	5	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	3	999	999	999	2	5	5	2	2	1	1	2	2	4	5	1	4
56	1	37	1	30	2	20	10	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	39	1	30	5	10	15	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	4	4	4	1	1	2	1	2	2	4	4	1	4
57	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	80	NA	10	NA	10	NA	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	70	10	10	NA	10	NA	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	70	10	10	NA	10	NA	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	70	10	10	NA	10	NA	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	1	1	1	1	5	5	5	1	1	2	1	2	2	4	4	1	3
58	1	40	5	20	5	20	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	20	5	10	10	5	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	10	5	10	20	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	1	50	10	5	10	20	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	20	NA	20	10	NA	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	3	2	5	4	5	1	1	1	1	2	3	4	4	1	4
59	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	30	10	5	5	5	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	30	10	5	10	5	10	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	20	30	10	5	25	5	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	2	2	2	2	4	5	3	2	2	2	1	2	2	4	4	2	3
60	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	15	10	10	15	15	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	999	2	999	999	999	5	5	4	2	1	2	1	1	3	4	5	1	4
61	1	30	10	30	0	10	10	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	20	0	10	10	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	1	999	999	999	3	5	4	2	2	1	1	2	1	3	4	2	3
62	1	25	20	20	5	10	5	15	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	25	20	20	5	10	5	15	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	2	999	999	999	4	5	5	2	1	1	1	2	2	4	4	1	4
63	1	50	10	20	0	10	10	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	10	10	0	10	10	10	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	10	10	0	10	10	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	10	10	0	10	10	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	10	10	NA	10	10	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	2	3	3	3	1	5	1	999	999	999	999	999	1	3	4	2	4
64	1	40	10	10	10	20	10	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	10	10	10	20	10	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	2	999	999	999	2	4	3	2	2	2	1	2	2	4	5	1	3
65	1	30	10	30	5	10	10	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	20	20	5	10	5	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	20	20	5	10	5	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	20	20	5	10	5	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	20	20	5	10	5	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	2	2	4	5	4	2	2	2	1	1	2	4	4	1	3
66	1	40	20	15	10	5	5	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	20	15	0	5	5	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	2	2	2	5	4	3	2	1	2	1	2	2	3	4	1	4
67	1	60	10	20	NA	10	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	60	10	20	NA	10	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	80	NA	NA	NA	10	NA	10	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	50	NA	10	NA	30	10	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	50	NA	30	NA	20	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	2	3	3	4	5	5	1	2	2	1	2	2	4	4	1	3
68	1	25	20	20	0	20	15	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	25	20	15	NA	25	15	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	4	5	4	2	1	2	1	2	1	3	4	1	4
69	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	10	5	5	0	60	10	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	10	5	5	35	10	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	30	10	5	5	35	10	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	999	999	2	2	2	2	5	4	2	1	2	2	2	2	2	2	2	6
70	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	70	0	10	2	0	5	13	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	0	20	5	2	60	1	12	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	50	30	15	5	0	0	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	999	999	3	3	2	4	4	2	2	1	2	2	1	3	4	4	2	4
71	1	40	10	25	5	15	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	5	25	NA	15	5	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	5	5	4	1	2	2	1	2	2	4	4	1	2
72	1	35	NA	25	NA	30	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	40	25	15	NA	10	5	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	999	999	999	999	999	5	5	2	2	2	2	2	1	2	4	4	2	4
73	1	30	10	20	0	30	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	40	10	20	0	20	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	3	5	3	2	1	2	2	2	2	3	2	2	5
74	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	15	10	0	5	10	20	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	60	0	10	0	0	5	25	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	20	10	0	10	5	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	40	20	10	5	10	5	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	999	2	2	2	2	2	5	3	2	2	2	1	2	1	4	4	1	3
75	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	10	15	5	20	10	0	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	10	15	5	20	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	15	10	15	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	999	2	999	999	2	2	5	4	1	2	2	1	1	2	4	4	2	2
76	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	65	10	2	1	20	2	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	65	9	2	1	20	3	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	65	9	2	1	20	3	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	999	999	1	1	1	1	999	3	2	2	2	2	1	1	4	4	2	3
77	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	NA	20	10	20	20	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	NA	20	10	20	20	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	NA	20	10	20	20	NA	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	999	999	1	1	1	4	5	1	999	999	999	999	999	2	3	4	2	2
78	1	40	5	30	0	10	10	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	5	20	0	10	10	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	1	999	999	999	5	4	2	2	1	2	2	2	2	3	5	2	4
79	1	40	30	10	NA	10	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	30	10	NA	10	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	20	5	NA	15	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	25	5	NA	10	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	30	5	NA	20	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	2	1	2	5	3	2	2	1	2	2	1	3	4	2	3
80	1	30	10	30	10	10	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	10	20	10	20	10	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	1	2	2	2	3	4	4	2	2	1	2	2	3	3	4	2	3
81	1	20	10	30	10	20	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	20	10	20	20	20	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	20	20	10	10	30	10	0	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	20	10	20	10	30	10	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	20	10	10	10	30	20	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	1	1	4	5	4	2	2	1	2	2	3	3	4	1	2
